omschrijving;level;VT12;soort;importance;required;zichtbaar
Transactiedatum;7;TransactionDate;Date;2;"{""sharedFormula"":""F3"",""result"":0}";1
Verhuurt eenheid voor afbouw;7;PreLet;Enumeration;2;"{""sharedFormula"":""F3"",""result"":0}";1
Waarde verhuurde objecten voor afbouw;7;ValuePreLet;Monetary;2;"{""sharedFormula"":""F3"",""result"":0}";1
Taxatie van het subgebouw / ruimte [titel];6;SubbuildingValuationTitle;Abstract;1;1;1
Informatie over subgebouw / ruimte taxatie referentie [titel];7;SubbuildingValuationInformationReferenceTitle;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Informatie over subgebouw / ruimte taxatie referentie;7;SubbuildingValuationInformationReference;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Subgebouw / ruimte taxatie referentie toegekend door;7;SubbuildingValuationReferenceAllocatedBy;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Subgebouw / ruimte taxatie referentie toegekend door (beschrijving);7;SubbuildingValuationReferenceAllocatedByDescription;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Omschrijving unieke subgebouw / ruimte taxatie referentie;7;SubbuildingValuationReferenceDescription;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Oordeel van het subgebouw / ruimte [titel];7;SubbuildingValuationAppraisalTitle;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Marktoordeel van het subgebouw / ruimte;7;SubbuildingValuationAppraisalMarketAppraissal;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Oordeel courantheid;7;MarketabilityOverall;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Verkoopbaarheid;7;MarketabilitySales;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Verhuurbaarheid;7;MarketabilityRent;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Alternatieven qua markt;7;AlternativeUseMarket;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Beste aanwending;7;HighestAndBestUseDescription;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Uitpondbaarheid;7;MarketabilitySalesUnit;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Marktvisie algemeen;7;MarketvisionCountry;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Marktvisie lokaal;7;MarketvisionLocal;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Object beoordeling van het subgebouw / ruimte;7;SubbuildingValuationAppraisalObjectAssessment;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Algeheel oordeel over het object;7;ObjectOverallAssessment;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Bouwkundige staat;7;ConstructionState;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Onderhoud binnen;7;MaintenanceStateInterior;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Onderhoud buiten;7;MaintenanceStateExterior;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Algemeen oordeel onderhoud;7;MaintenanceGeneralAssesment;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Functionaliteit;7;Functionality;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Alternatieve aanwendbaarheid;7;AlternativeUseObject;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Parkeren op eigen terrein;7;ParkingOnSite;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Lokatie oordeel van het subgebouw / ruimte;7;SubbuildingValuationAppraisalLocationAssessment;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Algeheel oordeel over de locatie;7;LocationOverallAssessment;Enumeration;2;"{""sharedFormula"":""F3"",""result"":0}";1
Algemene bereikbaarheid;7;AccessibilityGeneral;Enumeration;2;"{""sharedFormula"":""F3"",""result"":0}";1
Bereikbaarheid per auto;7;AccessibilityCars;Enumeration;2;"{""sharedFormula"":""F3"",""result"":0}";1
Bereikbaarheid per openbaar vervoer;7;AccessibilityPublicTransport;Enumeration;2;"{""sharedFormula"":""F3"",""result"":0}";1
Bereikbaarheid per vrachtvervoer;7;AccessibilityTrucks;Enumeration;2;"{""sharedFormula"":""F3"",""result"":0}";1
Openbaar parkeren;7;ParkingPublic;Enumeration;2;"{""sharedFormula"":""F3"",""result"":0}";1
Ligging;7;Site;Enumeration;2;"{""sharedFormula"":""F3"",""result"":0}";1
SWOT analyse van het subgebouw / ruimte;7;SubbuildingValuationAppraisalSWOTAnalysis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Sterkten;7;Strengths;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Zwaktes;7;Weaknesses;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Kansen;7;Opportunities;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Bedreigingen;7;Threats;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Aannames bij de taxatie van het subgebouw / ruimte [titel];7;SubbuildingValuationAssumptionsTitle;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Externe waardering van het subgebouw / ruimte;7;SubbuildingValuationAssumptionsExternalValuation;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de aanname [as];7;InternalIDAssumptionAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de aanname [typed member];7;InternalIDAssumptionTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
WOZ waarde [titel];7;LocalTaxInformationTitle;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Waarde;7;Value;Monetary;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Peildatum van de WOZ bepaling;7;ReferenceDate;Date;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Herbouwwaarde [titel];7;RebuildValueTitle;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Herbouwwaarde;7;RebuildValueInsurance;Monetary;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Herbouwwaarde peildatum;7;AssesmentDateRebuildValue;Date;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Eerdere taxatie van het subgebouw / ruimte;7;SubbuildingValuationAssumptionsPreviousValuation;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de aanname [as];7;InternalIDAssumptionAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de aanname [typed member];7;InternalIDAssumptionTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Waarde begrip;7;ValueConcept;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Bedrag (markthuur);7;Amount;Monetary;2;"{""sharedFormula"":""F3"",""result"":0}";1
Peildatum;7;ValuationDate;Date;2;"{""sharedFormula"":""F3"",""result"":0}";1
Taxatie type;7;ValuationType;Enumeration;2;"{""sharedFormula"":""F3"",""result"":0}";1
Opmerkingen;7;Remarks;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Indices gebruikt bij de taxatie van het subgebouw / ruimte;7;SubbuildingValuationAssumptionsIndices;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de aanname [as];7;InternalIDAssumptionAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de aanname [typed member];7;InternalIDAssumptionTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Bron index;7;IndexSource;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Rekening nummer;7;FinancialCode;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Beschrijving index [titel];7;IndexMeasurementTitle;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Index;7;Index;Number;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Periode [titel];7;PeriodTitle;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Start;7;Start;Date;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Einde;7;End;Date;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Periodenummer;7;PeriodNumber;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Omschrijving unieke referentie;7;Description;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Algemene uitgangspunten bij de taxatie van het subgebouw / ruimte;7;SubbuildingValuationAssumptionsGeneralAssumptions;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de aanname [as];7;InternalIDAssumptionAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de aanname [typed member];7;InternalIDAssumptionTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Te taxeren belang;7;ValuedInterest;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Uitgangspunten;7;Principles;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Bijzondere uitgangspunten;7;SpecialPrinciples;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Toelichting bij de aanname;7;AssumptionExplanation;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Vrijwaring van aansprakelijkheid;7;Disclaimer;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Verklaring gebruikte/toegekende markthuur;7;MarketRentUsedExplination;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Uitgangspunten discounted cashflow bij de taxatie van het subgebouw / ruimte;7;SubbuildingValuationAssumptionsDiscountedCashFlowAssumptions;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de aanname [as];7;InternalIDAssumptionAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de aanname [typed member];7;InternalIDAssumptionTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Beschouwingsperiode;7;ValuationPeriod;Number;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Disconteringspercentage discounted cashflow;7;DiscountRateDiscountedCashFlow;Number;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Disconteringspercentage erfpacht;7;DiscountRateGroundLease;Number;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Disconteringspercentage correcties (discounted cash flow aannames);7;DiscountRateCorrectionsDiscountedCashFlowAssumptions;Number;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Exit yield netto markthuur vrij op naam;7;ExitYieldNetMarketRentBeforeTransferCost;Number;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Percentage kosten koper (discounted cash flow aannames);7;TransferCostPercentageDiscountedCashFlowAssumptions;Number;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
BTW (%);7;VAT;Number;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Timing huurinkomsten;7;TimingRentIncome;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Timing uitgaven;7;TimingOperatingExpenses;Enumeration;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Uitgangspunten bruto aanvangsrendement bij de taxatie van het subgebouw / ruimte;7;SubbuildingValuationAssumptionsGrossYieldAssumptions;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de aanname [as];7;InternalIDAssumptionAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van de aanname [typed member];7;InternalIDAssumptionTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Markthuur (bruto aanvangsrendement aannames);7;MarketRentGrossYieldAssumptions;Monetary;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Bruto aanvangsrendement markthuur kosten koper;7;GrossCapRateAfterTransferCostContractRentPerYear;Number;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Disconteringspercentage correcties (bruto aanvangsrendement aannames);7;DiscountRateCorrectionsGrossYieldAssumptions;Number;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Percentage kosten koper (bruto aanvangsrendement aannames);7;TransferCostPercentageGrossYieldAssumptions;Number;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Uitgangspunten netto aanvangsrendement bij de taxatie van het subgebouw / ruimte;7;SubbuildingValuationAssumptionsNetYieldAssumptions;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;String;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;Abstract;3;"{""sharedFormula"":""F3"",""result"":0}";"{""sharedFormula"":""G3"",""result"":0}"
