1;omschrijving;level;VT12;controle;soort;VLB;control2;soort2;;klopt dit?;;;;;;;mate van belangrijkheid
200;Index effectieve datum;5;IndexEffectiveDate;IndexEffectiveDate;Date;; ; ;3;??;;;;;;;3
201;Index frequentie;5;IndexFrequency;IndexFrequency;Date;; ; ;3;??;;;;;;;3
202;Index startjaar;5;IndexStartYear;IndexStartYear;String;; ; ;3;??;;;;;;;3
203;Maximale toegestane huurverhoging;5;MaxRentIncrease;MaxRentIncrease;String;; ; ;3;??;;;;;;;3
204;Minimale toegestane huurverhoging;5;MinRentIncrease;MinRentIncrease;String;; ; ;3;??;;;;;;;3
205;Ruimteboek van het object [titel];4;ObjectAreaAdministrationTitle;ObjectAreaAdministrationTitle;Abstract;; ; ;3;;;;;;;;0
206;Ruimteinformatie object;5;ObjectUnitInformation;ObjectUnitInformation;Abstract;;; ;3;;;;;;;;3
207;Interne id van het onderpand / object [as];5;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;; ;3;;;;;;;;3
208;Interne id van het onderpand / object [typed member];5;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;; ;3;;;;;;;;3
209;Subsector type;5;IPDSubtype;IPDSubtype;Enumeration;; ; ;3;;;;;;;;3
210;Verkocht eenheid voor afbouw;5;PreSold;PreSold;Enumeration;; ; ;3;;;;;;;;3
211;Percentage verkochte objecten voor afbouw;5;PreSoldArea;PreSoldArea;String;; ; ;3;;;;;;;;3
212;Verkoopprijs van verkochte unit;5;SalesPrice;SalesPrice;Monetary;; ; ;3;;;;;;;;3
213;Transactiedatum;5;TransactionDate;TransactionDate;Date;; ; ;3;;;;;;;;3
214;Verhuurt eenheid voor afbouw;5;PreLet;PreLet;Enumeration;; ; ;3;;;;;;;;3
215;Waarde verhuurde objecten voor afbouw;5;ValuePreLet;ValuePreLet;Monetary;; ; ;3;;;;;;;;3
216;Oppervlakteinformatie object;5;ObjectAreaInformation;ObjectAreaInformation;Abstract;;; ;3;;;;;;;;3
217;Interne id van het onderpand / object [as];5;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
218;Interne id van het onderpand / object [typed member];5;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
219;Leaseoppervlakte;5;LeaseArea;LeaseArea;String;; ; ;1;;;;;;;;1
220;Methode theoretisch beschikbare hoeveelheid verhuurbare vloer oppervlakte;5;AreaForLeaseMethod;AreaForLeaseMethod;Enumeration;; ; ;3;;;;;;;;3
221;Brontype verhuurbaar oppervlak;5;LeaseAreaSourceType;LeaseAreaSourceType;Enumeration;; ; ;3;;;;;;;;3
222;Meetdatum leaseoppervlakte;5;LeaseAreaMeasurementDate;LeaseAreaMeasurementDate;Date;; ; ;3;;;;;;;;3
223;Marktwaarde object;5;ObjectMarketValue;ObjectMarketValue;Abstract;;; ;3;;;;;;;;3
224;Interne id van het onderpand / object [as];5;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;; ;3;;;;;;;;3
225;Interne id van het onderpand / object [typed member];5;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;; ;3;;;;;;;;3
226;Marktwaarde;5;MarketValue;MarketValue;Monetary;; ; ;1;;;;;;;;1
227;Brontype marktwaarde;5;MarketValueSourceType;MarketValueSourceType;Enumeration;; ; ;3;;;;;;;;3
228;Meetdatum marktwaarde;5;MarketValueMeasurementDate;MarketValueMeasurementDate;Date;; ; ;2;;;;;;;;3
229;Taxatie van het object [titel];4;ObjectValuationTitle;ObjectValuationTitle;Abstract;; ; ;3;kan dit niet beter onder ratio of output?;;;;;;;0
230;Informatie over object taxatie referentie [titel];5;ObjectValuationInformationReferenceTitle;ObjectValuationInformationReferenceTitle;Abstract;;; ;3;;;;;;;;0
231;Informatie over object taxatie referentie;5;ObjectValuationInformationReference;ObjectValuationInformationReference;Abstract;;; ;3;;;;;;;;3
232;Interne id van het onderpand / object [as];5;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;; ;3;;;;;;;;3
233;Interne id van het onderpand / object [typed member];5;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;; ;3;;;;;;;;3
234;Object taxatie referentie toegekend door;5;ObjectValuationReferenceAllocatedBy;ObjectValuationReferenceAllocatedBy;Enumeration;; ; ;3;;;;;;;;3
235;Object taxatie referentie toegekend door (beschrijving);5;ObjectValuationReferenceAllocatedByDescription;ObjectValuationReferenceAllocatedByDescription;String;; ; ;3;;;;;;;;3
236;Omschrijving unieke object taxatie referentie;5;ObjectValuationReferenceDescription;ObjectValuationReferenceDescription;String;; ; ;3;;;;;;;;3
237;Oordeel van het object [titel];5;ObjectValuationAppraisalTitle;ObjectValuationAppraisalTitle;Abstract;;; ;3;;;;;;;;3
238;Marktoordeel van het object;5;ObjectValuationAppraisalMarketAppraissal;ObjectValuationAppraisalMarketAppraissal;Abstract;; ; ;3;;;;;;;;3
239;Interne id van het onderpand / object [as];5;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;; ;3;;;;;;;;3
240;Interne id van het onderpand / object [typed member];5;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;; ;3;;;;;;;;3
241;Oordeel courantheid;5;MarketabilityOverall;MarketabilityOverall;Enumeration;; ; ;3;;;;;;;;2
242;Verkoopbaarheid;5;MarketabilitySales;MarketabilitySales;Enumeration;; ; ;3;;;;;;;;2
243;Verhuurbaarheid;5;MarketabilityRent;MarketabilityRent;Enumeration;; ; ;3;;;;;;;;2
244;Alternatieven qua markt;5;AlternativeUseMarket;AlternativeUseMarket;Enumeration;; ; ;3;;;;;;;;3
245;Beste aanwending;5;HighestAndBestUseDescription;HighestAndBestUseDescription;String;; ; ;3;;;;;;;;3
246;Uitpondbaarheid;5;MarketabilitySalesUnit;MarketabilitySalesUnit;Enumeration;; ; ;3;;;;;;;;3
247;Marktvisie algemeen;5;MarketvisionCountry;MarketvisionCountry;String;; ; ;3;;;;;;;;3
248;Marktvisie lokaal;5;MarketvisionLocal;MarketvisionLocal;String;; ; ;3;;;;;;;;3
249;Object beoordeling van het object;5;ObjectValuationAppraisalObjectAssessment;ObjectValuationAppraisalObjectAssessment;Abstract;; ; ;3;;;;;;;;3
250;Interne id van het onderpand / object [as];5;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;; ;3;;;;;;;;3
251;Interne id van het onderpand / object [typed member];5;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;; ;3;;;;;;;;3
252;Algeheel oordeel over het object;5;ObjectOverallAssessment;ObjectOverallAssessment;Enumeration;; ; ;3;;;;;;;;1
253;Bouwkundige staat;5;ConstructionState;ConstructionState;Enumeration;; ; ;3;;;;;;;;1
254;Onderhoud binnen;5;MaintenanceStateInterior;MaintenanceStateInterior;Enumeration;; ; ;3;;;;;;;;2
255;Onderhoud buiten;5;MaintenanceStateExterior;MaintenanceStateExterior;Enumeration;; ; ;3;;;;;;;;2
256;Algemeen oordeel onderhoud;5;MaintenanceGeneralAssesment;MaintenanceGeneralAssesment;Enumeration;; ; ;3;;;;;;;;2
257;Functionaliteit;5;Functionality;Functionality;Enumeration;; ; ;3;;;;;;;;2
258;Alternatieve aanwendbaarheid;5;AlternativeUseObject;AlternativeUseObject;Enumeration;; ; ;3;;;;;;;;2
259;Parkeren op eigen terrein;5;ParkingOnSite;ParkingOnSite;Enumeration;; ; ;3;;;;;;;;1
260; ;5;; ; ;FvL_CVLocatie_tpParkeerplaatsenAantal_ti001;FvL_CVLocatie_tpParkeerplaatsenAantal_ti001;Number;3;;;;;;;;1
261;Lokatie oordeel van het object;5;ObjectValuationAppraisalLocationAssessment;ObjectValuationAppraisalLocationAssessment;Abstract;; ; ;3;;;;;;;;3
262;Interne id van het onderpand / object [as];5;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;; ;3;;;;;;;;3
263;Interne id van het onderpand / object [typed member];5;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;; ;3;;;;;;;;3
264;Algeheel oordeel over de locatie;5;LocationOverallAssessment;LocationOverallAssessment;Enumeration;; ; ;3;;;;;;;;1
265;Algemene bereikbaarheid;5;AccessibilityGeneral;AccessibilityGeneral;Enumeration;; ; ;3;;;;;;;;1
266;Bereikbaarheid per auto;5;AccessibilityCars;AccessibilityCars;Enumeration;; ; ;3;;;;;;;;2
267;Bereikbaarheid per openbaar vervoer;5;AccessibilityPublicTransport;AccessibilityPublicTransport;Enumeration;; ; ;3;;;;;;;;2
268;Bereikbaarheid per vrachtvervoer;5;AccessibilityTrucks;AccessibilityTrucks;Enumeration;; ; ;3;;;;;;;;2
269;Openbaar parkeren;5;ParkingPublic;ParkingPublic;Enumeration;; ; ;3;;;;;;;;2
270;Ligging;5;Site;Site;Enumeration;; ; ;3;;;;;;;;1
271;SWOT analyse van het object;5;ObjectValuationAppraisalSWOTAnalysis;ObjectValuationAppraisalSWOTAnalysis;Abstract;; ; ;3;;;;;;;;3
272;Interne id van het onderpand / object [as];5;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;; ; ;3;;;;;;;;3
273;Interne id van het onderpand / object [typed member];5;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;; ; ;3;;;;;;;;3
274;Sterkten;5;Strengths;Strengths;String;; ; ;3;;;;;;;;3
275;Zwaktes;5;Weaknesses;Weaknesses;String;; ; ;3;;;;;;;;3
276;Kansen;5;Opportunities;Opportunities;String;; ; ;3;;;;;;;;3
277;Bedreigingen;5;Threats;Threats;String;; ; ;3;;;;;;;;3
278;Aannames bij de taxatie van het object [titel];5;ObjectValuationAssumptionsTitle;ObjectValuationAssumptionsTitle;Abstract;; ; ;3;;;;;;;;3
279;Externe waardering van het object;5;ObjectValuationAssumptionsExternalValuation;ObjectValuationAssumptionsExternalValuation;Abstract;; ; ;3;;;;;;;;3
280;Interne id van het onderpand / object [as];5;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;; ; ;3;;;;;;;;3
281;Interne id van het onderpand / object [typed member];5;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;; ; ;3;;;;;;;;3
282;Interne id van de aanname [as];5;InternalIDAssumptionAxis;InternalIDAssumptionAxis;Abstract;; ; ;3;;;;;;;;3
283;Interne id van de aanname [typed member];5;InternalIDAssumptionTypedMember;InternalIDAssumptionTypedMember;String;; ; ;3;;;;;;;;3
284;WOZ waarde [titel];5;LocalTaxInformationTitle;LocalTaxInformationTitle;Abstract;; ; ;3;;;;;;;;3
285;Waarde;5;Value;Value;Monetary;; ; ;3;;;;;;;;1
286;Peildatum van de WOZ bepaling;5;ReferenceDate;ReferenceDate;Date;; ; ;3;;;;;;;;2
287;Herbouwwaarde [titel];5;RebuildValueTitle;RebuildValueTitle;Abstract;; ; ;3;;;;;;;;3
288;Herbouwwaarde;5;RebuildValueInsurance;RebuildValueInsurance;Monetary;; ; ;3;;;;;;;;3
289;Herbouwwaarde peildatum;5;AssesmentDateRebuildValue;AssesmentDateRebuildValue;Date;; ; ;3;;;;;;;;3
290;Eerdere taxatie van het object;5;ObjectValuationAssumptionsPreviousValuation;ObjectValuationAssumptionsPreviousValuation;Abstract;FvL_CVLocatie_tpTaxatieAanwezig_ti001;FvL_CVLocatie_tpTaxatieAanwezig_ti001;Number;3;;;;;;;;3
291;Interne id van het onderpand / object [as];5;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;; ; ;3;;;;;;;;3
292;Interne id van het onderpand / object [typed member];5;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;; ; ;3;;;;;;;;3
293;Interne id van de aanname [as];5;InternalIDAssumptionAxis;InternalIDAssumptionAxis;Abstract;; ; ;3;;;;;;;;3
294;Interne id van de aanname [typed member];5;InternalIDAssumptionTypedMember;InternalIDAssumptionTypedMember;String;; ; ;3;;;;;;;;3
295;Waarde begrip;5;ValueConcept;ValueConcept;Enumeration;; ; ;2;;;;;;;;2
296;Bedrag (markthuur);5;Amount;Amount;Monetary;FvL_CVLocatie_tpTaxatieWaarde_ti001;FvL_CVLocatie_tpTaxatieWaarde_ti001;Number;2;;alleen als eerdere taxaties aanwezig zijn;;;;;;2
297;Peildatum;5;ValuationDate;ValuationDate;Date;FvL_CVLocatie_tpTaxatieDatum_ti001;FvL_CVLocatie_tpTaxatieDatum_ti001;Number;2;;alleen als eerdere taxaties aanwezig zijn;;;;;;3
298;Taxatie type;5;ValuationType;ValuationType;Enumeration;; ; ;2;;alleen als eerdere taxaties aanwezig zijn;;;;;;2
299;Opmerkingen;5;Remarks;Remarks;String;; ; ;3;;alleen als eerdere taxaties aanwezig zijn;;;;;;2
300;Indices gebruikt bij de taxatie van het object;5;ObjectValuationAssumptionsIndices;ObjectValuationAssumptionsIndices;Abstract;; ; ;3;;;;;;;;3
301;Interne id van het onderpand / object [as];5;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
302;Interne id van het onderpand / object [typed member];5;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
303;Interne id van de aanname [as];5;InternalIDAssumptionAxis;InternalIDAssumptionAxis;Abstract;;;;3;;;;;;;;3
304;Interne id van de aanname [typed member];5;InternalIDAssumptionTypedMember;InternalIDAssumptionTypedMember;String;;;;3;;;;;;;;3
305;Bron index;5;IndexSource;IndexSource;Enumeration;; ; ;3;;;;;;;;3
306;Rekening nummer;5;FinancialCode;FinancialCode;Enumeration;; ; ;3;;;;;;;;3
307;Beschrijving index [titel];5;IndexMeasurementTitle;IndexMeasurementTitle;Abstract;; ; ;3;;;;;;;;3
308;Index;5;Index;Index;Number;; ; ;3;;;;;;;;3
309;Periode [titel];5;PeriodTitle;PeriodTitle;Abstract;; ; ;3;;;;;;;;3
310;Start;5;Start;Start;Date;; ; ;3;;;;;;;;3
311;Einde;5;End;End;Date;; ; ;3;;;;;;;;3
312;Periodenummer;5;PeriodNumber;PeriodNumber;String;; ; ;3;;;;;;;;3
313;Omschrijving unieke referentie;5;Description;Description;String;; ; ;3;;;;;;;;3
314;Algemene uitgangspunten bij de taxatie van het object;5;ObjectValuationAssumptionsGeneralAssumptions;ObjectValuationAssumptionsGeneralAssumptions;Abstract;; ; ;3;;;;;;;;3
315;Interne id van het onderpand / object [as];5;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;; ;3;;;;;;;;3
316;Interne id van het onderpand / object [typed member];5;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;; ;3;;;;;;;;3
317;Interne id van de aanname [as];5;InternalIDAssumptionAxis;InternalIDAssumptionAxis;Abstract;;; ;3;;;;;;;;3
318;Interne id van de aanname [typed member];5;InternalIDAssumptionTypedMember;InternalIDAssumptionTypedMember;String;;; ;3;;;;;;;;3
319;Te taxeren belang;5;ValuedInterest;ValuedInterest;Enumeration;; ; ;2;;;;;;;;3
320;Uitgangspunten;5;Principles;Principles;String;; ; ;2;;;;;;;;2
321;Bijzondere uitgangspunten;5;SpecialPrinciples;SpecialPrinciples;String;; ; ;2;;;;;;;;3
322;Toelichting bij de aanname;5;AssumptionExplanation;AssumptionExplanation;String;; ; ;2;;;;;;;;3
323;Vrijwaring van aansprakelijkheid;5;Disclaimer;Disclaimer;String;; ; ;2;;;;;;;;3
324;Verklaring gebruikte/toegekende markthuur;5;MarketRentUsedExplination;MarketRentUsedExplination;String;; ; ;2;;;;;;;;3
325;Uitgangspunten discounted cashflow bij de taxatie van het object;5;ObjectValuationAssumptionsDiscountedCashFlowAssumptions;ObjectValuationAssumptionsDiscountedCashFlowAssumptions;Abstract;; ; ;3;;;;;;;;3
326;Interne id van het onderpand / object [as];5;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;; ;3;;;;;;;;3
327;Interne id van het onderpand / object [typed member];5;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;; ;3;;;;;;;;3
328;Interne id van de aanname [as];5;InternalIDAssumptionAxis;InternalIDAssumptionAxis;Abstract;;; ;3;;;;;;;;3
329;Interne id van de aanname [typed member];5;InternalIDAssumptionTypedMember;InternalIDAssumptionTypedMember;String;;; ;3;;;;;;;;3
330;Beschouwingsperiode;5;ValuationPeriod;ValuationPeriod;Number;; ; ;3;;;;;;;;1
331;Disconteringspercentage discounted cashflow;5;DiscountRateDiscountedCashFlow;DiscountRateDiscountedCashFlow;Number;; ; ;3;;;;;;;;1
332;Disconteringspercentage erfpacht;5;DiscountRateGroundLease;DiscountRateGroundLease;Number;; ; ;3;;;;;;;;1
333;Disconteringspercentage correcties (discounted cash flow aannames);5;DiscountRateCorrectionsDiscountedCashFlowAssumptions;DiscountRateCorrectionsDiscountedCashFlowAssumptions;Number;; ; ;3;;;;;;;;1
334;Exit yield netto markthuur vrij op naam;5;ExitYieldNetMarketRentBeforeTransferCost;ExitYieldNetMarketRentBeforeTransferCost;Number;; ; ;3;;;;;;;;1
335;Percentage kosten koper (discounted cash flow aannames);5;TransferCostPercentageDiscountedCashFlowAssumptions;TransferCostPercentageDiscountedCashFlowAssumptions;Number;; ; ;3;;;;;;;;1
336;BTW (%);5;VAT;VAT;Number;; ; ;3;;;;;;;;1
337;Timing huurinkomsten;5;TimingRentIncome;TimingRentIncome;Enumeration;; ; ;3;;;;;;;;2
338;Timing uitgaven;5;TimingOperatingExpenses;TimingOperatingExpenses;Enumeration;; ; ;3;;;;;;;;2
339;Uitgangspunten bruto aanvangsrendement bij de taxatie van het object;5;ObjectValuationAssumptionsGrossYieldAssumptions;ObjectValuationAssumptionsGrossYieldAssumptions;Abstract;; ; ;3;;huuropbrengst/investering;;;;;;3
340;Interne id van het onderpand / object [as];5;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;; ;3;;;;;;;;3
341;Interne id van het onderpand / object [typed member];5;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;; ;3;;;;;;;;3
342;Interne id van de aanname [as];5;InternalIDAssumptionAxis;InternalIDAssumptionAxis;Abstract;;; ;3;;;;;;;;3
343;Interne id van de aanname [typed member];5;InternalIDAssumptionTypedMember;InternalIDAssumptionTypedMember;String;;; ;3;;;;;;;;3
344;Markthuur (bruto aanvangsrendement aannames);5;MarketRentGrossYieldAssumptions;MarketRentGrossYieldAssumptions;Monetary;; ; ;3;;;;;;;;1
345;Bruto aanvangsrendement markthuur kosten koper;5;GrossCapRateAfterTransferCostContractRentPerYear;GrossCapRateAfterTransferCostContractRentPerYear;Number;; ; ;3;;;;;;;;1
346;Disconteringspercentage correcties (bruto aanvangsrendement aannames);5;DiscountRateCorrectionsGrossYieldAssumptions;DiscountRateCorrectionsGrossYieldAssumptions;Number;; ; ;3;;;;;;;;1
347;Percentage kosten koper (bruto aanvangsrendement aannames);5;TransferCostPercentageGrossYieldAssumptions;TransferCostPercentageGrossYieldAssumptions;Number;; ; ;3;;(exploitatieresultaat-alle kosten)/totale investeringssom;;;;;;3
348;Uitgangspunten netto aanvangsrendement bij de taxatie van het object;5;ObjectValuationAssumptionsNetYieldAssumptions;ObjectValuationAssumptionsNetYieldAssumptions;Abstract;; ; ;3;;;;;;;;3
349;Interne id van het onderpand / object [as];5;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;; ;3;;;;;;;;3
350;Interne id van het onderpand / object [typed member];5;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;; ;3;;;;;;;;3
351;Interne id van de aanname [as];5;InternalIDAssumptionAxis;InternalIDAssumptionAxis;Abstract;;; ;3;;;;;;;;3
352;Interne id van de aanname [typed member];5;InternalIDAssumptionTypedMember;InternalIDAssumptionTypedMember;String;;; ;3;;;;;;;;3
353;Markthuur (netto aanvangsrendement aannames);5;MarketRentNetYieldAssumptions;MarketRentNetYieldAssumptions;Monetary;; ; ;3;;;;;;;;1
354;Totale kosten (eeuwigdurend);5;EternityTotalCost;EternityTotalCost;String;; ; ;3;;;;;;;;1
355;Vaste lasten per jaar;5;EternityFixedCostPerYear;EternityFixedCostPerYear;String;; ; ;3;;;;;;;;1
356;Onderhoudskosten per jaar;5;EternityMaintenancePerYear;EternityMaintenancePerYear;String;; ; ;3;;;;;;;;1
357;Erfpacht per jaar;5;EternityGroundLeasePerYear;EternityGroundLeasePerYear;String;; ; ;3;;;;;;;;1
358;Beheerkosten per jaar;5;EternityPropertyManagementPerYear;EternityPropertyManagementPerYear;String;; ; ;3;;;;;;;;1
359;Overige kosten per jaar;5;EternityOtherCostPerYear;EternityOtherCostPerYear;String;; ; ;3;;;;;;;;1
360;Netto markthuur;5;NetMarketRent;NetMarketRent;Monetary;; ; ;3;;;;;;;;1
361;Markthuur netto aanvangsrendement vrij op naam voor correcties;5;NetYieldBeforeCorrectionMarketRentBeforeTransferCost;NetYieldBeforeCorrectionMarketRentBeforeTransferCost;Number;; ; ;3;;;;;;;;1
362;Disconteringspercentage correcties (netto aanvangsrendement aannames);5;DiscountRateCorrectionsNetYieldAssumptions;DiscountRateCorrectionsNetYieldAssumptions;Number;; ; ;3;;;;;;;;1
363;Percentage kosten koper (netto aanvangsrendement aannames);5;TransferCostPercentageNetYieldAssumptions;TransferCostPercentageNetYieldAssumptions;Number;; ; ;3;;;;;;;;1
364;Bruto en netto aanvangsrendement correcties bij de taxatie van het object;5;ObjectValuationAssumptionsGrossNetYieldCorrections;ObjectValuationAssumptionsGrossNetYieldCorrections;Abstract;; ; ;3;;;;;;;;3
365;Interne id van het onderpand / object [as];5;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;; ;3;;;;;;;;3
366;Interne id van het onderpand / object [typed member];5;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;; ;3;;;;;;;;3
367;Interne id van de aanname [as];5;InternalIDAssumptionAxis;InternalIDAssumptionAxis;Abstract;;; ;3;;;;;;;;3
368;Interne id van de aanname [typed member];5;InternalIDAssumptionTypedMember;InternalIDAssumptionTypedMember;String;;; ;3;;;;;;;;3
369;Totaal correcties;5;TotalCorrections;TotalCorrections;Monetary;; ; ;3;;;;;;;;3
370;Meer- / minder huur (correctie);5;CorrectionRevisionaryPotential;CorrectionRevisionaryPotential;Monetary;; ; ;3;;;;;;;;2
371;Mutatie leegstand (correctie);5;CorrectionMutationVacancy;CorrectionMutationVacancy;Monetary;; ; ;3;;;;;;;;2
372;Initiële leegstand (correctie);5;CorrectionInitialVacancy;CorrectionInitialVacancy;Monetary;; ; ;3;;;;;;;;2
373;Mutatie kosten (correctie);5;CorrectionMutationExpenses;CorrectionMutationExpenses;Monetary;; ; ;3;;;;;;;;2
374;BTW compensatie (correctie);5;CorrectionVATCompensation;CorrectionVATCompensation;Monetary;; ; ;3;;;;;;;;2
375;Niet terugvorderbare BTW (correctie);5;CorrectionNonDeductableVAT;CorrectionNonDeductableVAT;Monetary;; ; ;3;;;;;;;;2
376;Achterstallig onderhoud (correctie);5;CorrectionDeferredMaintenance;CorrectionDeferredMaintenance;Monetary;; ; ;3;;;;;;;;2
377;Erfpacht (correctie);5;CorrectionGroundLease;CorrectionGroundLease;Monetary;; ; ;3;;;;;;;;2
