1;omschrijving;level;VT12;controle;soort;VLB;control2;soort2;;klopt dit?;;;;;;;mate van belangrijkheid
1549;Type rekening nummer;7;TypeFinancialCode;TypeFinancialCode;String;;;;2;;;;;;;;2
1550;Rekening nummer;7;FinancialCode;FinancialCode;Enumeration;;;;1;;;;;;;;2
1551;Beschrijving bedrag [titel];7;AmountMeasurementTitle;AmountMeasurementTitle;Abstract;;;;3;;;;;;;;3
1552;Bedrag (markthuur);7;Amount;Amount;Monetary;;;;1;;;;;;;;2
1553;Brontype;7;SourceType;SourceType;Enumeration;;;;3;;;;;;;;2
1554;Periode [titel];7;PeriodTitle;PeriodTitle;Abstract;;;;3;;;;;;;;3
1555;Start;7;Start;Start;Date;;;;1;;;;;;;;2
1556;Einde;7;End;End;Date;;;;1;;;;;;;;2
1557;Periodenummer;7;PeriodNumber;PeriodNumber;String;;;;2;;;;;;;;2
1558;Omschrijving unieke referentie;7;Description;Description;String;;;;3;;;;;;;;2
1559;Overige waarde componenten van het subgebouw / ruimte;7;SubbuildingValuationAssumptionsOtherValueComponents;SubbuildingValuationAssumptionsOtherValueComponents;Abstract;;;;3;;;;;;;;3
1560;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;;;;3;;;;;;;;3
1561;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;;;;3;;;;;;;;3
1562;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
1563;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
1564;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
1565;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
1566;Interne id van de aanname [as];7;InternalIDAssumptionAxis;InternalIDAssumptionAxis;Abstract;;;;3;;;;;;;;3
1567;Interne id van de aanname [typed member];7;InternalIDAssumptionTypedMember;InternalIDAssumptionTypedMember;String;;;;3;;;;;;;;3
1568;Type waarde component;7;ComponentType;ComponentType;Enumeration;;;;3
1569;Omschrijving additionele waardecomponenten;7;DescriptionOtherValueComponents;DescriptionOtherValueComponents;String;;;;3
1570;Type transactiekosten;7;TypeOfTransferCost;TypeOfTransferCost;Enumeration;;;;3
1571;Bedrag (markthuur);7;Amount;Amount;Monetary;;;;3
1572;Taxatie resultaat van het subgebouw / ruimte [titel];6;SubbuildingValuationResultTitle;SubbuildingValuationResultTitle;Abstract;;;;1;;;;;;;;3
1573;Waarde van het subgebouw / ruimte [titel];7;SubbuildingValuationResultValueTitle;SubbuildingValuationResultValueTitle;Abstract;;;;3;;;;;;;;3
1574;Waarde van het subgebouw / ruimte;7;SubbuildingValuationResultValue;SubbuildingValuationResultValue;Abstract;;;;3;;;;;;;;3
1575;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;;;;3;;;;;;;;3
1576;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;;;;3;;;;;;;;3
1577;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
1578;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
1579;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
1580;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
1581;Waarde begrip;7;ValueConcept;ValueConcept;Enumeration;;;;3;;;;;;;;1
1582;Type transactiekosten;7;TypeOfTransferCost;TypeOfTransferCost;Enumeration;;;;3;;;;;;;;3
1583;Bedrag (markthuur);7;Amount;Amount;Monetary;;;;3;;;;;;;;3
1584;Bedrag uitgeschreven;7;AmountInLetters;AmountInLetters;String;;;;3;;;;;;;;3
1585;Beschrijving rekenmodel [titel];7;SubbuildingValuationResultValueDescriptionCalculationModelUsedTitle;SubbuildingValuationResultValueDescriptionCalculationModelUsedTitle;Abstract;;;;3;;;;;;;;3
1586;Rekenmodel;7;CalculationModelUsed;CalculationModelUsed;Enumeration;;;;3;;;;;;;;2
1587;Eigen Excel model;7;OwnExcelModel;OwnExcelModel;Enumeration;;;;3;;;;;;;;2
1588;"KPI's van het taxatieresultaat van het subgebouw / ruimte [titel]";7;SubbuildingValuationResultKPITitle;SubbuildingValuationResultKPITitle;Abstract;;;;3;;;;;;;;3
1589;"KPI's van het taxatieresultaat van het subgebouw / ruimte";7;SubbuildingValuationResultKPI;SubbuildingValuationResultKPI;Abstract;;;;3;;;;;;;;3
1590;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;;;;3;;;;;;;;3
1591;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;;;;3;;;;;;;;3
1592;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
1593;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
1594;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
1595;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
1596;Marktwaarde voor correcties vrij op naam;7;MarketValueBeforeCorrectionBeforeTransferCost;MarketValueBeforeCorrectionBeforeTransferCost;Monetary;;;;3;;;;;;;;3
1597;Transactiekosten;7;TransferCost;TransferCost;Monetary;;;;3;;;;;;;;2
1598;Marktwaarde vrij op naam;7;MarketValueBeforeTransferCost;MarketValueBeforeTransferCost;Monetary;;;;3;;;;;;;;2
1599;Marktwaarde kosten koper;7;MarketValueAfterTransferCost;MarketValueAfterTransferCost;Monetary;;;;3;;;;;;;;2
1600;Markwaarde koper afgerond;7;MarketValueAfterTransferCostRounded;MarketValueAfterTransferCostRounded;Monetary;;;;3;;;;;;;;2
1601;Disconteringspercentage discounted cashflow;7;DiscountRateDiscountedCashFlow;DiscountRateDiscountedCashFlow;Number;;;;3;;;;;;;;1
1602;Netto contante waarde kasstromen;7;NetPresentValueCashFlows;NetPresentValueCashFlows;Monetary;;;;3;;;;;;;;1
1603;Exit yield markthuur vrij op naam;7;ExitYieldMarketRentBeforeTransferCost;ExitYieldMarketRentBeforeTransferCost;Number;;;;3;;;;;;;;1
1604;Exit yield netto markthuur vrij op naam;7;ExitYieldNetMarketRentBeforeTransferCost;ExitYieldNetMarketRentBeforeTransferCost;Number;;;;3;;;;;;;;1
1605;Netto contante waarde eindwaarde kosten koper;7;NetPresentValueExitValueAfterTransferCost;NetPresentValueExitValueAfterTransferCost;Monetary;;;;3;;;;;;;;1
1606;Bruto aanvangsrendement huuropbrengst kosten koper;7;GrossYieldAfterTransferCostContractRentPerYear;GrossYieldAfterTransferCostContractRentPerYear;Number;;;;3;;;;;;;;1
1607;Bruto aanvangsrendement markthuur kosten koper;7;GrossYieldAfterTransferCostMarketRentPerYear;GrossYieldAfterTransferCostMarketRentPerYear;Number;;;;3;;;;;;;;1
1608;Markthuur netto aanvangsrendement vrij op naam voor correcties;7;NetYieldBeforeCorrectionMarketRentBeforeTransferCost;NetYieldBeforeCorrectionMarketRentBeforeTransferCost;Number;;;;3;;;;;;;;1
1609;Markthuur netto aanvangsrendement vrij op naam;7;NetYieldMarketRentBeforeTransferCost;NetYieldMarketRentBeforeTransferCost;Number;;;;3;;;;;;;;1
1610;Huuropbrengst netto aanvangsrendement vrij op naam;7;NetYieldRentalIncomeBeforeTransferCost;NetYieldRentalIncomeBeforeTransferCost;Number;;;;3;;;;;;;;1
1611;IRR;7;InternalRateOfReturn;InternalRateOfReturn;Number;;;;3;;;;;;;;1
1612;Exploitatielastenpercentage van de markthuur op jaarbasis;7;OperatingExpensesPercentageMarketRentPerYear;OperatingExpensesPercentageMarketRentPerYear;Number;;;;3;;;;;;;;1
1613;Leegstandpercentage markthuur op jaarbasis;7;VacancyPercentageMarketRentPerYear;VacancyPercentageMarketRentPerYear;Number;;;;3;;;;;;;;1
1614;Commerciële uitkomsten van de taxatie van het subgebouw / ruimte [titel];7;SubbuildingValuationResultCommercialTitle;SubbuildingValuationResultCommercialTitle;Abstract;;;;3;;;;;;;;3
1615;Commerciële uitkomsten van de taxatie van het subgebouw / ruimte;7;SubbuildingValuationResultCommercial;SubbuildingValuationResultCommercial;Abstract;;;;3;;;;;;;;3
1616;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;;;;3;;;;;;;;3
1617;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;;;;3;;;;;;;;3
1618;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
1619;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
1620;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
1621;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
1622;Gemmidelde gewogen looptijd (WALE);7;WeightedAverageLeaseExpiry;WeightedAverageLeaseExpiry;Number;;;;3;;;;;;;;3
1623;Marktwaarde kosten koper m2;7;MarketValuePerSquareMeter;MarketValuePerSquareMeter;Monetary;;;;3;;;;;;;;1
1624;Referenties van het subgebouw / ruimte [titel];7;SubbuildingValuationComparableTitle;SubbuildingValuationComparableTitle;Abstract;;;;3;;;;;;;;3
1625;Huur referenties van het subgebouw / ruimte;7;SubbuildingValuationComparableRentTransactions;SubbuildingValuationComparableRentTransactions;Abstract;;;;3;;;;;;;;3
1626;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;;;;3;;;;;;;;3
1627;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;;;;3;;;;;;;;3
1628;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
1629;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
1630;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
1631;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
1632;Huurreferentie [as];7;ComparableRentTransactionAxis;ComparableRentTransactionAxis;Abstract;;;;3;;;;;;;;3
1633;Huurreferentie [typed member];7;ComparableRentTransactionTypedMember;ComparableRentTransactionTypedMember;String;;;;3;;;;;;;;3
1634;Opmerking huur referenties;7;CommentRentComparable;CommentRentComparable;String;;;;3;;;;;;;;3
1635;Transactiedatum;7;TransactionDate;TransactionDate;Date;;;;3;;;;;;;;3
1636;Koop-/beleggingsreferenties van het subgebouw / ruimte;7;SubbuildingValuationComparableSaleReferences;SubbuildingValuationComparableSaleReferences;Abstract;;;;3;;;;;;;;3
1637;Koop- / beleggingsreferenties [as];7;SaleReferenceAxis;SaleReferenceAxis;Abstract;;;;3;;;;;;;;3
1638;Koop- / beleggingsreferenties [typed member];7;SaleReferenceTypedMember;SaleReferenceTypedMember;String;;;;3;;;;;;;;3
1639;Interne id van het subgebouw / ruimte [as];7;InternalIDSubFacilityAxis;InternalIDSubFacilityAxis;Abstract;;;;3;;;;;;;;3
1640;Interne id van het subgebouw / ruimte [typed member];7;InternalIDSubFacilityTypedMember;InternalIDSubFacilityTypedMember;String;;;;3;;;;;;;;3
1641;Interne id van het gebouw / subobject [as];7;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
1642;Interne id van het gebouw / subobject [typed member];7;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
1643;Interne id van het onderpand / object [as];7;InternalIDCollateralAxis;InternalIDCollateralAxis;Abstract;;;;3;;;;;;;;3
1644;Interne id van het onderpand / object [typed member];7;InternalIDCollateralTypedMember;InternalIDCollateralTypedMember;String;;;;3;;;;;;;;3
1645;Opmerking koop referenties;7;CommentSaleComparable;CommentSaleComparable;String;;;;3;;;;;;;;3
1646;Transactiedatum;7;TransactionDate;TransactionDate;Date;;;;3;;;;;;;;3
1647;Rapport informatie [titel];2;ReportInformationTitle;ReportInformationTitle;Abstract;; ;;1;;;;;;;;0
1648;Informatie ten behoeve van het deponeren van de rapportage;3;DocumentInformationRealEstate;DocumentInformationRealEstate;Abstract;; ;;3;;;;;;;;3
1649;Datum van opmaak van het document;3;DocumentCreationDate;DocumentCreationDate;Date;; ;;1;;;;;;;;1
1650;Rapporteringsvaluta van het document;3;DocumentPresentationCurrency;DocumentPresentationCurrency;Enumeration;; ;;1;;;;;;;;1
1651;Informatie over de rechtspersoon die rapportage deponeert;3;EntityInformationRealEstate;EntityInformationRealEstate;Abstract;; ;;3;;;;;;;;3
1652;Registratienummer bij de Kamer van Koophandel;3;ChamberOfCommerceRegistrationNumber;ChamberOfCommerceRegistrationNumber;String;; ;;1;;;;;;;;1
1653;Naam van de rechtspersoon;3;LegalEntityName;LegalEntityName;String;; ;;1;;;;;;;;1
1654;Rechtsvorm van de rechtspersoon;3;LegalEntityLegalFormBanks;LegalEntityLegalFormBanks;Enumeration;; ;;1;;;;;;;;1
1655;Handelsnamen;3;BusinessNames;BusinessNames;String;; ;;1;;;;;;;;1
1656;Zetel van de rechtspersoon;3;LegalEntityRegisteredOffice;LegalEntityRegisteredOffice;String;; ;;1;;;;;;;;1
1657;Huisnummer NL;3;HouseNumberNL;HouseNumberNL;String;; ;;1;;;;;;;;1
1658;Huisnummer toevoeging;3;HouseNumberAddition;HouseNumberAddition;String;; ;;1;;;;;;;;1
1659;Postcode NL;3;PostalCodeNL;PostalCodeNL;String;; ;;1;;;;;;;;1
1660;Plaats;3;PlaceOfResidenceNL;PlaceOfResidenceNL;String;; ;;1;;;;;;;;1
1661;Contactpersoon voor deze rapportage;3;ContactForDocumentPresentationRealEstate;ContactForDocumentPresentationRealEstate;Abstract;; ;;3;;;;;;;;3
1662;Soort contactpersoon;3;ContactType;ContactType;Enumeration;; ;;3;;;;;;;;3
1663;Voornamen;3;FirstName;FirstName;String;; ;;1;;;;;;;;1
1664;Voorvoegsel geslachtsnaam;3;Prefix;Prefix;String;; ;;3;;;;;;;;3
1665;Geslachtsnaam;3;FamilyName;FamilyName;String;; ;;3;;;;;;;;3
1666;Naam van de organisatie vertegenwoordigd door de contactpersoon;3;OrganisationName;OrganisationName;String;; ;;1;;;;;;;;1
1667;Telefoonnummer;3;TelephoneNumber;TelephoneNumber;String;; ;;1;;;;;;;;1
1668;E-mailadres van de contactpersoon voor deze rapportage;3;EmailAddressContact;EmailAddressContact;String;; ;;1;;;;;;;;1
1669;Lease-informatie ;2;LeaseInformationTitle;LeaseInformationTitle;Abstract;; ;;1;;;;;;;;0
1670;AQR details: Algemene leaseinformatie;3;AQRDetailsGeneralLeaseInformation;AQRDetailsGeneralLeaseInformation;Abstract;; ;;1;;;;;;;;1
1671;Leasecontract [as];3;LeaseAxis;LeaseAxis;Abstract;;;;3;;als hoofdhuurder aanwezig is;;;;;;3
1672;Leasecontract [typed member];3;LeaseTypedMember;LeaseTypedMember;String;;;;3;;;;;;;;3
1673;Interne id van het gebouw / subobject [as];3;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
1674;Interne id van het gebouw / subobject [typed member];3;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;als hoofdhuurder aanwezig is;;;;;;3
1675;Kredietkwaliteit hoofdhuurder;3;CreditQualityAnchorTenant;CreditQualityAnchorTenant;Enumeration;;;;1;;;;;;;;1
1676;Mediaan kredietkwaliteit huurders;3;MedianCreditQualityTenants;MedianCreditQualityTenants;Enumeration;;;;3;;;;;;;;3
1677;Hoofdhuurder;3;AnchorTenant;AnchorTenant;String;;;;3;;;;;;;;3
1678;Verhuurde oppervlakte;3;AreaLeased;AreaLeased;String;;;;2;;;;;;;;2
1679;Basishuur per jaar;3;ContractRentPerYear;ContractRentPerYear;Monetary;;;;3;;alleen als hoofdhuurder aanwezig is;;;;;;3
1680;Datum van basishuur schatting;3;EstimateHeadlineRentDate;EstimateHeadlineRentDate;Date;; ;;1;;;;;;;;1
1681;Opwaartse huurherziening;3;UpwardOnlyRentReview;UpwardOnlyRentReview;Enumeration;;;;1;;;;;;;;1
1682;Tijd tot eerstvolgende opzegmogelijkheid (gewogen op basis van bezetting);3;TimeToNextBreak;TimeToNextBreak;String;;;;3;;;;;;;;3
1683;AQR details: Leasebetalingen;3;AQRDetailsLeaseCharges;AQRDetailsLeaseCharges;Abstract;;;;1;;;;;;;;1
1684;Leasebetalingen [as];3;LeaseChargesAxis;LeaseChargesAxis;Abstract;;;;3;;;;;;;;3
1685;Leasebetalingen [typed member];3;LeaseChargeTypedMember;LeaseChargeTypedMember;String;;;;3;;;;;;;;3
1686;Interne id van het gebouw / subobject [as];3;InternalIDFacilityAxis;InternalIDFacilityAxis;Abstract;;;;3;;;;;;;;3
1687;Interne id van het gebouw / subobject [typed member];3;InternalIDFacilityTypedMember;InternalIDFacilityTypedMember;String;;;;3;;;;;;;;3
1688;Basishuur per jaar;3;ContractRentPerYear;ContractRentPerYear;Monetary;;;;1;;;;;;;;1
1689;Leaseoppervlakte;3;LeaseArea;LeaseArea;String;;;;1;;;;;;;;1
1690;Brontype;3;SourceType;SourceType;Enumeration;;;;1;;;;;;;;1
1691;Datum van basishuur schatting;3;EstimateHeadlineRentDate;EstimateHeadlineRentDate;Date;;;;1;;;;;;;;1
1692;Taxatie-opdracht informatie [titel];3;ValuationAssignmentTitle;ValuationAssignmentTitle;Abstract;;;;3;;;;;;;;3
1693;Informatie over de taxatie-opdracht [titel];3;ValuationAssignmentInformationTitle;ValuationAssignmentInformationTitle;Abstract;;;;3;;;;;;;;3
1694;Informatie over de taxatie-opdracht;3;ValuationAssignmentInformation;ValuationAssignmentInformation;Abstract;;;;1;;;;;;;;1
1695;Taxateur [titel];3;ValuatorTitle;ValuatorTitle;Abstract;;;;3;;;;;;;;3
1696;Taxateur (organisatie);3;ValuatorOrganisation;ValuatorOrganisation;Abstract;;;;1;;;;;;;;1
1697;Taxateur;3;Valuator;Valuator;Abstract;;;;1;;;;;;;;1
1698;Taxateur referentie;3;ValuatorReference;ValuatorReference;Abstract;;;;2;;;;;;;;2
1699;Lidmaatschap taxateur register;3;ValuatorRegister;ValuatorRegister;Abstract;;;;2;;;;;;;;2
1700;Lidmaatschap branche vereniging;3;ValuatorAssociation;ValuatorAssociation;Abstract;;;;2;;;;;;;;2
1701;Opdrachtgever [titel];3;ValuationInstructorTitle;ValuationInstructorTitle;Abstract;;;;3;;;;;;;;3
1702;Opdrachtgever;3;ValuationInstructor;ValuationInstructor;Abstract;;;;1;;;;;;;;1
1703;Opdrachtgever referentie;3;ValuationInstructorReference;ValuationInstructorReference;Abstract;;;;2;;;;;;;;2
1704;Honorarium [titel];3;ValuationRemunerationTitle;ValuationRemunerationTitle;Abstract;;;;3;;;;;;;;3
1705;Honorarium;3;ValuationRemuneration;ValuationRemuneration;Abstract;;;;3;;;;;;;;3
1706;Taxatiedatum [titel];3;ValuationRelevantValuationDatesTitle;ValuationRelevantValuationDatesTitle;Abstract;;;;3;;;;;;;;3
1707;Taxatiedatum;3;ValuationRelevantValuationDates;ValuationRelevantValuationDates;Abstract;;;;2;;;;;;;;2
1708;Overige verklaringen [titel];3;ValuationDeclarations;ValuationDeclarations;Abstract;;;;3;;;;;;;;3
1709;Overige verklaringen;3;ValuationDeclarations;ValuationDeclarations;Abstract;;;;2;;;;;;;;2
1710;Inspectie [titel];3;ValuationInspection;ValuationInspection;Abstract;;;;3;;;;;;;;3
1711;Inspectie;3;ValuationInspection;ValuationInspection;Abstract;;;;2;;;;;;;;2
1712;Taxatie-opdracht informatie;2;ValuationAssignmentTitle;ValuationAssignmentTitle;Abstract;; ;;1;;;;;;;;0
1713;Informatie over de taxatie-opdracht [titel];3;ValuationAssignmentInformationTitle;ValuationAssignmentInformationTitle;Abstract;; ;;3;;;;;;;;3
1714;Informatie over de taxatie-opdracht;4;ValuationAssignmentInformation;ValuationAssignmentInformation;Abstract;; ;;1;;;;;;;;1
1715;Datum opdracht;4;AssignmentDate;AssignmentDate;String;; ;;1;;;;;;;;1
1716;Opdrachtverstrekking;4;AssignmentAgreed;AssignmentAgreed;String;; ;;1;;;;;;;;1
1717;Opdracht voorwaarden;4;AssignmentTermsAgreed;AssignmentTermsAgreed;String;; ;;3;;;;;;;;3
1718;Taxateur [titel];3;ValuatorTitle;ValuatorTitle;Abstract;;;;3;;;;;;;;3
1719;Taxateur (organisatie);4;ValuatorOrganisation;ValuatorOrganisation;Abstract;FvL_CVLocatie_tpTaxatieKantoor_ti001;FvL_CVLocatie_tpTaxatieKantoor_ti001;String;1;;;;;;;;1
1720;Naam;4;Name;Name;String;; ;;3;;;;;;;;3
1721;Verkorte naam;4;ShortName;ShortName;String;; ;;3;;;;;;;;3
1722;Registratienummer bij de Kamer van Koophandel;4;ChamberOfCommerceRegistrationNumber;ChamberOfCommerceRegistrationNumber;String;; ;;3;;;;;;;;3
